id,status,participants,startCoords,finishCoords,winnerId,startTime,endTime
race-hist-42001-297,finished,"[""drv-syn-006"",""drv-syn-040""]","{""latitude"":33.966514197858054,""longitude"":-118.52656422940781}","{""latitude"":33.96204815406472,""longitude"":-118.53397136924477}",drv-syn-006,2026-01-26T12:49:49.086Z,2026-01-26T12:50:09.994Z
race-hist-42001-298,finished,"[""drv-syn-026"",""drv-syn-040""]","{""latitude"":34.15922614946962,""longitude"":-118.47027544676094}","{""latitude"":34.169316266004635,""longitude"":-118.48127578486569}",drv-syn-040,2025-12-07T15:26:38.621Z,2025-12-07T15:27:55.166Z
race-hist-42001-299,finished,"[""drv-syn-024"",""drv-syn-015""]","{""latitude"":33.95299622212537,""longitude"":-118.50118108628085}","{""latitude"":33.948484871386526,""longitude"":-118.50081985193479}",drv-syn-024,2025-11-30T19:44:29.945Z,2025-11-30T19:44:59.101Z
race-hist-42001-300,finished,"[""drv-syn-050"",""drv-syn-038""]","{""latitude"":33.951817416576674,""longitude"":-118.34915063458028}","{""latitude"":33.952020374998256,""longitude"":-118.3383232521956}",drv-syn-038,2025-12-08T23:16:13.069Z,2025-12-08T23:16:46.944Z
race-hist-42001-301,finished,"[""drv-syn-028"",""drv-syn-032""]","{""latitude"":34.14427545152605,""longitude"":-118.50097671552794}","{""latitude"":34.15358866194265,""longitude"":-118.4850865898701}",drv-syn-032,2026-02-21T07:29:25.136Z,2026-02-21T07:29:59.364Z
race-hist-42001-302,finished,"[""drv-syn-020"",""drv-syn-013""]","{""latitude"":34.13997598788236,""longitude"":-118.4169388692011}","{""latitude"":34.14296896172071,""longitude"":-118.41200480979818}",drv-syn-020,2026-03-16T22:23:51.308Z,2026-03-16T22:24:01.276Z
race-hist-42001-303,finished,"[""drv-syn-046"",""drv-syn-010""]","{""latitude"":34.039474816988225,""longitude"":-118.34568175384774}","{""latitude"":34.042913483788396,""longitude"":-118.35953787694255}",drv-syn-046,2026-02-04T22:29:17.635Z,2026-02-04T22:30:23.406Z
race-hist-42001-304,finished,"[""drv-syn-050"",""drv-syn-006""]","{""latitude"":33.97862663303502,""longitude"":-118.32983314121374}","{""latitude"":33.98070318517156,""longitude"":-118.32731790906035}",drv-syn-006,2026-01-25T14:35:52.953Z,2026-01-25T14:37:02.542Z
race-hist-42001-305,finished,"[""drv-syn-033"",""drv-syn-004""]","{""latitude"":33.97591720944737,""longitude"":-118.46537806458072}","{""latitude"":33.972312602927346,""longitude"":-118.47618480778522}",drv-syn-004,2025-12-12T16:48:01.320Z,2025-12-12T16:49:18.000Z
race-hist-42001-306,finished,"[""drv-syn-015"",""drv-syn-007""]","{""latitude"":34.0952497556014,""longitude"":-118.35615393170156}","{""latitude"":34.10186485563474,""longitude"":-118.37264816534933}",drv-syn-015,2025-10-16T08:06:18.034Z,2025-10-16T08:06:39.861Z
race-hist-42001-307,finished,"[""drv-syn-019"",""drv-syn-004""]","{""latitude"":34.031073093567976,""longitude"":-118.44277114202268}","{""latitude"":34.02831716903686,""longitude"":-118.44637892990903}",drv-syn-004,2025-10-02T00:02:39.943Z,2025-10-02T00:03:49.131Z
race-hist-42001-308,finished,"[""drv-syn-041"",""drv-syn-026""]","{""latitude"":33.974010625858796,""longitude"":-118.48427918630186}","{""latitude"":33.96096530267881,""longitude"":-118.4851536729821}",drv-syn-041,2025-12-16T04:17:53.505Z,2025-12-16T04:18:41.155Z
race-hist-42001-309,finished,"[""drv-syn-015"",""drv-syn-012""]","{""latitude"":33.99070103691425,""longitude"":-118.28920202881564}","{""latitude"":33.9756177376271,""longitude"":-118.28443433904641}",drv-syn-012,2025-11-03T13:25:49.521Z,2025-11-03T13:26:07.286Z
race-hist-42001-310,finished,"[""drv-syn-018"",""drv-syn-033""]","{""latitude"":34.06968620215077,""longitude"":-118.40312937193085}","{""latitude"":34.06883453720051,""longitude"":-118.39219755950933}",drv-syn-018,2026-01-28T23:49:24.579Z,2026-01-28T23:50:16.023Z
race-hist-42001-311,finished,"[""drv-syn-050"",""drv-syn-017""]","{""latitude"":34.0513765293872,""longitude"":-118.51910511970054}","{""latitude"":34.06097723687074,""longitude"":-118.5087410370555}",drv-syn-017,2025-10-12T03:48:54.725Z,2025-10-12T03:49:21.853Z
race-hist-42001-312,finished,"[""drv-syn-037"",""drv-syn-046""]","{""latitude"":33.977707447391005,""longitude"":-118.37778808472213}","{""latitude"":33.97586168585126,""longitude"":-118.38998593285618}",drv-syn-046,2025-12-04T23:58:52.096Z,2025-12-04T23:59:38.801Z
race-hist-42001-313,finished,"[""drv-syn-044"",""drv-syn-050""]","{""latitude"":34.0361615613848,""longitude"":-118.22638504568022}","{""latitude"":34.03931429775605,""longitude"":-118.22879284375006}",drv-syn-044,2025-11-30T17:22:58.738Z,2025-11-30T17:24:27.634Z
race-hist-42001-314,finished,"[""drv-syn-022"",""drv-syn-024""]","{""latitude"":34.04305319310166,""longitude"":-118.26121509590884}","{""latitude"":34.03868595040446,""longitude"":-118.26965146189055}",drv-syn-022,2026-03-03T19:07:13.183Z,2026-03-03T19:08:33.480Z
race-hist-42001-315,finished,"[""drv-syn-010"",""drv-syn-025""]","{""latitude"":34.07536739448551,""longitude"":-118.32711721693632}","{""latitude"":34.07651702430617,""longitude"":-118.32203307733832}",drv-syn-010,2025-12-08T19:32:52.727Z,2025-12-08T19:33:32.616Z
race-hist-42001-316,finished,"[""drv-syn-040"",""drv-syn-021""]","{""latitude"":34.007873198366724,""longitude"":-118.2310409252881}","{""latitude"":34.00542824060775,""longitude"":-118.22571270224209}",drv-syn-021,2026-01-08T19:23:40.480Z,2026-01-08T19:24:02.727Z
race-hist-42001-317,finished,"[""drv-syn-012"",""drv-syn-038""]","{""latitude"":34.082124185357245,""longitude"":-118.49481899518287}","{""latitude"":34.08233000452114,""longitude"":-118.48682543549312}",drv-syn-012,2026-01-26T00:56:44.738Z,2026-01-26T00:58:12.904Z
race-hist-42001-318,finished,"[""drv-syn-039"",""drv-syn-006""]","{""latitude"":34.16834147027228,""longitude"":-118.49343629347858}","{""latitude"":34.16753165168275,""longitude"":-118.50902304581464}",drv-syn-039,2026-01-08T08:13:27.503Z,2026-01-08T08:14:05.750Z
race-hist-42001-319,finished,"[""drv-syn-001"",""drv-syn-003""]","{""latitude"":34.01594817043282,""longitude"":-118.52790088697802}","{""latitude"":34.01718147608702,""longitude"":-118.53133947234025}",drv-syn-001,2026-02-15T14:10:32.083Z,2026-02-15T14:10:54.437Z
race-hist-42001-320,finished,"[""drv-syn-019"",""drv-syn-005""]","{""latitude"":33.96050788448658,""longitude"":-118.47043309855508}","{""latitude"":33.96114535758459,""longitude"":-118.46072000317427}",drv-syn-019,2026-03-16T18:42:19.389Z,2026-03-16T18:42:51.529Z
race-hist-42001-321,finished,"[""drv-syn-022"",""drv-syn-003""]","{""latitude"":34.035653400542216,""longitude"":-118.46174227829324}","{""latitude"":34.04249362135118,""longitude"":-118.47236290647241}",drv-syn-003,2025-11-21T12:02:08.597Z,2025-11-21T12:02:30.431Z
race-hist-42001-322,finished,"[""drv-syn-025"",""drv-syn-049""]","{""latitude"":34.0809860871872,""longitude"":-118.33695487426594}","{""latitude"":34.08618227448986,""longitude"":-118.32061311887172}",drv-syn-049,2025-11-12T14:40:50.830Z,2025-11-12T14:41:35.022Z
race-hist-42001-323,finished,"[""drv-syn-003"",""drv-syn-002""]","{""latitude"":34.01883376490791,""longitude"":-118.53560855439864}","{""latitude"":34.017127667017405,""longitude"":-118.52245937924566}",drv-syn-002,2025-10-14T07:26:33.700Z,2025-10-14T07:27:21.176Z
race-hist-42001-324,finished,"[""drv-syn-023"",""drv-syn-030""]","{""latitude"":33.99829850325827,""longitude"":-118.26154424485284}","{""latitude"":34.00833132847072,""longitude"":-118.27329328241792}",drv-syn-023,2025-10-08T12:08:59.399Z,2025-10-08T12:09:45.911Z
race-hist-42001-325,finished,"[""drv-syn-029"",""drv-syn-035""]","{""latitude"":34.15474764190615,""longitude"":-118.42750054905191}","{""latitude"":34.15116566346857,""longitude"":-118.43237977689043}",drv-syn-035,2026-03-18T03:03:11.809Z,2026-03-18T03:03:57.018Z
race-hist-42001-326,finished,"[""drv-syn-031"",""drv-syn-017""]","{""latitude"":34.063719703550454,""longitude"":-118.47298268119339}","{""latitude"":34.05405871170613,""longitude"":-118.47243913434303}",drv-syn-017,2026-01-05T15:08:08.178Z,2026-01-05T15:09:17.787Z
race-hist-42001-327,finished,"[""drv-syn-033"",""drv-syn-019""]","{""latitude"":34.044766891566105,""longitude"":-118.54263607325265}","{""latitude"":34.054783339432205,""longitude"":-118.54074808626699}",drv-syn-033,2026-03-06T06:07:02.316Z,2026-03-06T06:08:11.158Z
race-hist-42001-328,finished,"[""drv-syn-006"",""drv-syn-049""]","{""latitude"":34.15088502577972,""longitude"":-118.49942391823278}","{""latitude"":34.14856863751218,""longitude"":-118.50843400312506}",drv-syn-006,2026-01-21T19:08:31.485Z,2026-01-21T19:08:47.607Z
race-hist-42001-329,finished,"[""drv-syn-031"",""drv-syn-024""]","{""latitude"":34.01295343996492,""longitude"":-118.48829409074969}","{""latitude"":34.01945705576995,""longitude"":-118.49728187820358}",drv-syn-024,2026-02-15T22:51:17.574Z,2026-02-15T22:51:41.853Z
race-hist-42001-330,finished,"[""drv-syn-007"",""drv-syn-019""]","{""latitude"":34.09148910740856,""longitude"":-118.20714542159112}","{""latitude"":34.080148756792916,""longitude"":-118.20797429804571}",drv-syn-007,2025-10-07T23:53:19.188Z,2025-10-07T23:54:29.883Z
race-hist-42001-331,finished,"[""drv-syn-004"",""drv-syn-003""]","{""latitude"":34.02915622803849,""longitude"":-118.32752056603785}","{""latitude"":34.02864133325024,""longitude"":-118.32241678721309}",drv-syn-004,2026-03-03T12:37:34.352Z,2026-03-03T12:38:30.504Z
race-hist-42001-332,finished,"[""drv-syn-010"",""drv-syn-043""]","{""latitude"":33.968991032703784,""longitude"":-118.49994822809239}","{""latitude"":33.96287388669195,""longitude"":-118.49942906259346}",drv-syn-043,2026-03-12T16:47:46.684Z,2026-03-12T16:48:51.930Z
race-hist-42001-333,finished,"[""drv-syn-003"",""drv-syn-015""]","{""latitude"":34.09558590136003,""longitude"":-118.28054951840313}","{""latitude"":34.09346785183534,""longitude"":-118.29792996478604}",drv-syn-015,2026-02-28T05:46:03.147Z,2026-02-28T05:47:10.810Z
race-hist-42001-334,finished,"[""drv-syn-026"",""drv-syn-010""]","{""latitude"":34.12051973359194,""longitude"":-118.47423034559469}","{""latitude"":34.11046066139317,""longitude"":-118.48716567736538}",drv-syn-010,2026-02-19T16:16:50.412Z,2026-02-19T16:17:16.226Z
race-hist-42001-335,finished,"[""drv-syn-025"",""drv-syn-034""]","{""latitude"":34.014377789101566,""longitude"":-118.53886094646295}","{""latitude"":34.015847036845464,""longitude"":-118.5419048451382}",drv-syn-034,2026-03-19T05:54:45.169Z,2026-03-19T05:55:48.680Z
race-hist-42001-336,finished,"[""drv-syn-011"",""drv-syn-023""]","{""latitude"":34.12982310460415,""longitude"":-118.36722366474568}","{""latitude"":34.13774584979406,""longitude"":-118.35584780588889}",drv-syn-023,2026-03-16T12:13:30.918Z,2026-03-16T12:14:15.243Z
race-hist-42001-337,finished,"[""drv-syn-027"",""drv-syn-026""]","{""latitude"":34.04857539972756,""longitude"":-118.283237972809}","{""latitude"":34.045526661434884,""longitude"":-118.28962728324821}",drv-syn-027,2025-11-12T23:16:56.155Z,2025-11-12T23:17:30.182Z
race-hist-42001-338,finished,"[""drv-syn-009"",""drv-syn-006""]","{""latitude"":34.01644324099645,""longitude"":-118.25289432144491}","{""latitude"":34.01452820396849,""longitude"":-118.24732790030117}",drv-syn-009,2025-10-20T14:16:01.498Z,2025-10-20T14:17:16.333Z
race-hist-42001-339,finished,"[""drv-syn-018"",""drv-syn-036""]","{""latitude"":34.09672204937786,""longitude"":-118.3145843837643}","{""latitude"":34.09711430652527,""longitude"":-118.31024646557329}",drv-syn-036,2026-01-23T03:44:36.685Z,2026-01-23T03:45:21.127Z
race-hist-42001-340,finished,"[""drv-syn-004"",""drv-syn-022""]","{""latitude"":33.982842164374894,""longitude"":-118.5081510437536}","{""latitude"":33.9892765204637,""longitude"":-118.50345254813274}",drv-syn-022,2025-10-08T04:07:09.640Z,2025-10-08T04:08:24.135Z
race-hist-42001-341,finished,"[""drv-syn-012"",""drv-syn-038""]","{""latitude"":34.146249374323524,""longitude"":-118.44375836092513}","{""latitude"":34.1349373031862,""longitude"":-118.44129017483071}",drv-syn-012,2025-10-26T19:18:29.721Z,2025-10-26T19:19:56.353Z
race-hist-42001-342,finished,"[""drv-syn-047"",""drv-syn-017""]","{""latitude"":34.14936319787056,""longitude"":-118.32095956781413}","{""latitude"":34.14637716673127,""longitude"":-118.32730187135903}",drv-syn-047,2026-03-12T14:34:55.204Z,2026-03-12T14:35:25.539Z
race-hist-42001-343,finished,"[""drv-syn-003"",""drv-syn-027""]","{""latitude"":34.05890621605795,""longitude"":-118.43871364139486}","{""latitude"":34.046351650863016,""longitude"":-118.43254067189996}",drv-syn-027,2025-11-25T02:13:12.233Z,2025-11-25T02:13:56.446Z
race-hist-42001-344,finished,"[""drv-syn-032"",""drv-syn-013""]","{""latitude"":34.036317554046406,""longitude"":-118.2615486867493}","{""latitude"":34.032232604989225,""longitude"":-118.26418679900294}",drv-syn-032,2026-01-17T19:25:46.578Z,2026-01-17T19:25:56.677Z
race-hist-42001-345,finished,"[""drv-syn-022"",""drv-syn-032""]","{""latitude"":33.95917764976155,""longitude"":-118.29202444957336}","{""latitude"":33.95549307236305,""longitude"":-118.30281892842726}",drv-syn-032,2026-02-09T17:48:07.761Z,2026-02-09T17:49:17.436Z
race-hist-42001-346,finished,"[""drv-syn-006"",""drv-syn-024""]","{""latitude"":34.059979431405665,""longitude"":-118.3638886941364}","{""latitude"":34.04724484585788,""longitude"":-118.37330926606104}",drv-syn-024,2026-02-20T19:46:20.879Z,2026-02-20T19:47:28.721Z
race-hist-42001-347,finished,"[""drv-syn-023"",""drv-syn-039""]","{""latitude"":33.98721276841592,""longitude"":-118.51913024655077}","{""latitude"":34.00150472470515,""longitude"":-118.5114091260884}",drv-syn-023,2026-02-21T15:27:05.358Z,2026-02-21T15:27:46.618Z
race-hist-42001-348,finished,"[""drv-syn-019"",""drv-syn-048""]","{""latitude"":34.01653122230433,""longitude"":-118.45569105190225}","{""latitude"":34.012817537409894,""longitude"":-118.46617183714258}",drv-syn-019,2025-10-09T22:58:17.947Z,2025-10-09T22:58:26.915Z
race-hist-42001-349,finished,"[""drv-syn-011"",""drv-syn-032""]","{""latitude"":34.06256357436069,""longitude"":-118.3286058244761}","{""latitude"":34.05255229190124,""longitude"":-118.31365640744265}",drv-syn-032,2026-03-04T21:02:53.196Z,2026-03-04T21:03:51.607Z
race-hist-42001-350,finished,"[""drv-syn-016"",""drv-syn-041""]","{""latitude"":34.13745788251516,""longitude"":-118.48448371042032}","{""latitude"":34.13124886613551,""longitude"":-118.46820803026867}",drv-syn-041,2026-01-03T06:42:43.244Z,2026-01-03T06:43:00.669Z
race-hist-42001-351,finished,"[""drv-syn-005"",""drv-syn-024""]","{""latitude"":34.044241511481815,""longitude"":-118.2030136404559}","{""latitude"":34.03773254743908,""longitude"":-118.20092090161113}",drv-syn-005,2026-01-26T02:18:26.957Z,2026-01-26T02:19:21.847Z
race-hist-42001-352,finished,"[""drv-syn-009"",""drv-syn-021""]","{""latitude"":34.1610778481979,""longitude"":-118.20558075647568}","{""latitude"":34.1688462065291,""longitude"":-118.19571934506436}",drv-syn-021,2026-03-08T14:52:10.420Z,2026-03-08T14:52:34.020Z
race-hist-42001-353,finished,"[""drv-syn-041"",""drv-syn-022""]","{""latitude"":33.98355084171053,""longitude"":-118.31856480052228}","{""latitude"":33.99006727585039,""longitude"":-118.32092062512734}",drv-syn-041,2025-12-17T19:55:49.968Z,2025-12-17T19:57:10.104Z
race-hist-42001-354,finished,"[""drv-syn-045"",""drv-syn-003""]","{""latitude"":33.977043437720276,""longitude"":-118.54311972527066}","{""latitude"":33.978848306264894,""longitude"":-118.53820875221355}",drv-syn-045,2025-11-07T10:17:50.840Z,2025-11-07T10:18:49.813Z
race-hist-42001-355,finished,"[""drv-syn-047"",""drv-syn-050""]","{""latitude"":34.164598382874395,""longitude"":-118.31812755470163}","{""latitude"":34.17652240635086,""longitude"":-118.30724923342925}",drv-syn-050,2025-12-21T02:13:46.611Z,2025-12-21T02:14:18.725Z
race-hist-42001-356,finished,"[""drv-syn-009"",""drv-syn-038""]","{""latitude"":34.16166915005539,""longitude"":-118.30070029395866}","{""latitude"":34.16965255825517,""longitude"":-118.28449109173033}",drv-syn-038,2025-12-05T19:51:55.771Z,2025-12-05T19:52:37.950Z
race-hist-42001-357,finished,"[""drv-syn-048"",""drv-syn-036""]","{""latitude"":34.05651306774933,""longitude"":-118.39203972866525}","{""latitude"":34.049025385436494,""longitude"":-118.39695757872525}",drv-syn-036,2025-10-28T17:46:47.222Z,2025-10-28T17:47:13.463Z
race-hist-42001-358,finished,"[""drv-syn-028"",""drv-syn-005""]","{""latitude"":33.95573287848849,""longitude"":-118.29825842845021}","{""latitude"":33.95045568642062,""longitude"":-118.31179759676279}",drv-syn-028,2026-02-21T08:37:43.107Z,2026-02-21T08:38:34.196Z
race-hist-42001-359,finished,"[""drv-syn-036"",""drv-syn-049""]","{""latitude"":34.035711682341066,""longitude"":-118.28988937309477}","{""latitude"":34.03443977587423,""longitude"":-118.29716054436427}",drv-syn-036,2025-12-24T05:15:39.870Z,2025-12-24T05:17:06.973Z
race-hist-42001-360,finished,"[""drv-syn-041"",""drv-syn-049""]","{""latitude"":34.07576710172464,""longitude"":-118.33114028626586}","{""latitude"":34.07636768760004,""longitude"":-118.32505261953185}",drv-syn-041,2025-10-07T23:18:46.205Z,2025-10-07T23:19:56.953Z
race-hist-42001-361,finished,"[""drv-syn-029"",""drv-syn-005""]","{""latitude"":34.034477447895334,""longitude"":-118.51722288563614}","{""latitude"":34.04944209991163,""longitude"":-118.52014396724879}",drv-syn-029,2025-11-17T21:44:38.808Z,2025-11-17T21:45:25.400Z
race-hist-42001-362,finished,"[""drv-syn-008"",""drv-syn-017""]","{""latitude"":34.12804574287962,""longitude"":-118.34776272121816}","{""latitude"":34.125289368710845,""longitude"":-118.34495149350991}",drv-syn-017,2026-02-04T19:28:54.468Z,2026-02-04T19:29:55.902Z
race-hist-42001-363,finished,"[""drv-syn-020"",""drv-syn-017""]","{""latitude"":34.10302245566156,""longitude"":-118.3098164944211}","{""latitude"":34.11429919611924,""longitude"":-118.3100237602095}",drv-syn-020,2025-12-07T16:54:25.934Z,2025-12-07T16:55:08.090Z
race-hist-42001-364,finished,"[""drv-syn-023"",""drv-syn-015""]","{""latitude"":34.16421573828906,""longitude"":-118.38293374640634}","{""latitude"":34.15883393328596,""longitude"":-118.38345117682856}",drv-syn-023,2025-11-01T10:54:25.682Z,2025-11-01T10:54:47.169Z
race-hist-42001-365,finished,"[""drv-syn-043"",""drv-syn-012""]","{""latitude"":34.043518762337044,""longitude"":-118.38803513108287}","{""latitude"":34.03602798532615,""longitude"":-118.38758232946415}",drv-syn-043,2026-02-21T02:57:01.837Z,2026-02-21T02:57:41.691Z
race-hist-42001-366,finished,"[""drv-syn-019"",""drv-syn-014""]","{""latitude"":33.979188212435695,""longitude"":-118.22905313604278}","{""latitude"":33.97974833236377,""longitude"":-118.23374108794705}",drv-syn-019,2026-02-07T04:18:17.992Z,2026-02-07T04:19:31.571Z
race-hist-42001-367,finished,"[""drv-syn-031"",""drv-syn-035""]","{""latitude"":33.97611910695676,""longitude"":-118.22590408864198}","{""latitude"":33.97658348069287,""longitude"":-118.22922388500932}",drv-syn-035,2026-01-27T09:29:48.436Z,2026-01-27T09:31:13.494Z
race-hist-42001-368,finished,"[""drv-syn-007"",""drv-syn-038""]","{""latitude"":33.95876151518431,""longitude"":-118.47147888476029}","{""latitude"":33.9437186371406,""longitude"":-118.47374423579942}",drv-syn-007,2025-10-09T03:26:24.831Z,2025-10-09T03:27:05.957Z
race-hist-42001-369,finished,"[""drv-syn-014"",""drv-syn-044""]","{""latitude"":33.97645300449804,""longitude"":-118.35104390558554}","{""latitude"":33.96298311176285,""longitude"":-118.35656722084228}",drv-syn-014,2026-02-10T23:20:01.684Z,2026-02-10T23:21:13.745Z
race-hist-42001-370,finished,"[""drv-syn-040"",""drv-syn-001""]","{""latitude"":34.03616619443056,""longitude"":-118.38910728385672}","{""latitude"":34.040489433785446,""longitude"":-118.39294797879123}",drv-syn-040,2025-10-17T10:53:38.875Z,2025-10-17T10:54:32.295Z
race-hist-42001-371,finished,"[""drv-syn-014"",""drv-syn-039""]","{""latitude"":34.14339002356399,""longitude"":-118.49454688624246}","{""latitude"":34.14547736380196,""longitude"":-118.4965087049439}",drv-syn-039,2025-12-15T20:43:57.998Z,2025-12-15T20:44:17.035Z
race-hist-42001-372,finished,"[""drv-syn-038"",""drv-syn-028""]","{""latitude"":33.95672952705529,""longitude"":-118.43918915623799}","{""latitude"":33.962380336553046,""longitude"":-118.44151364871543}",drv-syn-028,2026-03-21T05:04:37.191Z,2026-03-21T05:04:52.369Z
race-hist-42001-373,finished,"[""drv-syn-035"",""drv-syn-004""]","{""latitude"":34.096081996071156,""longitude"":-118.3561382678803}","{""latitude"":34.09382024982625,""longitude"":-118.36401268398686}",drv-syn-035,2026-03-02T12:22:24.169Z,2026-03-02T12:22:59.619Z
race-hist-42001-374,finished,"[""drv-syn-032"",""drv-syn-041""]","{""latitude"":34.14177797647659,""longitude"":-118.5402525218553}","{""latitude"":34.14769569704742,""longitude"":-118.54574218278431}",drv-syn-032,2025-12-03T02:09:26.760Z,2025-12-03T02:10:29.875Z
race-hist-42001-375,finished,"[""drv-syn-036"",""drv-syn-023""]","{""latitude"":34.07098441856448,""longitude"":-118.22489203242584}","{""latitude"":34.067170972959204,""longitude"":-118.22759799735562}",drv-syn-023,2025-10-31T07:29:21.753Z,2025-10-31T07:30:37.277Z
race-hist-42001-376,finished,"[""drv-syn-044"",""drv-syn-016""]","{""latitude"":34.09932898343075,""longitude"":-118.46309120828518}","{""latitude"":34.10454654378143,""longitude"":-118.45401500707767}",drv-syn-044,2026-01-26T04:49:40.903Z,2026-01-26T04:50:12.035Z
race-hist-42001-377,finished,"[""drv-syn-006"",""drv-syn-003""]","{""latitude"":34.05250077001285,""longitude"":-118.50564088583924}","{""latitude"":34.04606162589087,""longitude"":-118.50708420167103}",drv-syn-006,2025-10-30T12:39:30.608Z,2025-10-30T12:40:28.990Z
race-hist-42001-378,finished,"[""drv-syn-002"",""drv-syn-030""]","{""latitude"":34.10728982595261,""longitude"":-118.211825709627}","{""latitude"":34.10624964036082,""longitude"":-118.19552019680435}",drv-syn-030,2025-10-06T14:31:27.647Z,2025-10-06T14:32:12.664Z
race-hist-42001-379,finished,"[""drv-syn-033"",""drv-syn-048""]","{""latitude"":34.08212178085931,""longitude"":-118.43482156987302}","{""latitude"":34.07576369490132,""longitude"":-118.41986685930455}",drv-syn-048,2026-03-14T23:37:24.452Z,2026-03-14T23:37:35.161Z
race-hist-42001-380,finished,"[""drv-syn-045"",""drv-syn-035""]","{""latitude"":34.1267717478564,""longitude"":-118.51466786862584}","{""latitude"":34.122805039914454,""longitude"":-118.52632958332936}",drv-syn-045,2026-01-12T22:14:42.638Z,2026-01-12T22:16:05.389Z
race-hist-42001-381,finished,"[""drv-syn-038"",""drv-syn-016""]","{""latitude"":34.168313271282244,""longitude"":-118.20774643133628}","{""latitude"":34.17310368798386,""longitude"":-118.20240434443677}",drv-syn-038,2026-01-21T05:49:31.010Z,2026-01-21T05:50:38.659Z
race-hist-42001-382,finished,"[""drv-syn-014"",""drv-syn-026""]","{""latitude"":34.11589276649058,""longitude"":-118.27943538299296}","{""latitude"":34.10586830960895,""longitude"":-118.26966689161893}",drv-syn-014,2025-12-16T03:21:50.550Z,2025-12-16T03:22:38.332Z
race-hist-42001-383,finished,"[""drv-syn-042"",""drv-syn-040""]","{""latitude"":33.99504486826249,""longitude"":-118.28983343867584}","{""latitude"":33.98086002121156,""longitude"":-118.28855982356461}",drv-syn-040,2026-01-03T18:01:10.091Z,2026-01-03T18:02:23.103Z
race-hist-42001-384,finished,"[""drv-syn-013"",""drv-syn-028""]","{""latitude"":34.05175315033179,""longitude"":-118.22299918606878}","{""latitude"":34.06288079132156,""longitude"":-118.21769059946175}",drv-syn-028,2026-01-22T09:54:17.165Z,2026-01-22T09:54:36.267Z
race-hist-42001-385,finished,"[""drv-syn-033"",""drv-syn-009""]","{""latitude"":34.137308764099146,""longitude"":-118.48404219717486}","{""latitude"":34.13446384421752,""longitude"":-118.49655961739248}",drv-syn-033,2026-03-14T02:26:29.124Z,2026-03-14T02:27:47.816Z
race-hist-42001-386,finished,"[""drv-syn-046"",""drv-syn-045""]","{""latitude"":34.05546566021163,""longitude"":-118.40108701608843}","{""latitude"":34.06893707993474,""longitude"":-118.39889506578199}",drv-syn-045,2025-10-03T03:32:15.678Z,2025-10-03T03:33:06.744Z
race-hist-42001-387,finished,"[""drv-syn-017"",""drv-syn-035""]","{""latitude"":34.124196767266845,""longitude"":-118.4998818438733}","{""latitude"":34.119378850784145,""longitude"":-118.49377853101916}",drv-syn-035,2026-01-17T14:59:07.626Z,2026-01-17T15:00:36.540Z
race-hist-42001-388,finished,"[""drv-syn-004"",""drv-syn-034""]","{""latitude"":33.9896601253422,""longitude"":-118.4650526579353}","{""latitude"":33.9863985664957,""longitude"":-118.466207085083}",drv-syn-034,2025-10-18T05:49:11.768Z,2025-10-18T05:50:01.126Z
race-hist-42001-389,finished,"[""drv-syn-021"",""drv-syn-031""]","{""latitude"":34.047202693973674,""longitude"":-118.5077617278439}","{""latitude"":34.05354194488237,""longitude"":-118.49151792282663}",drv-syn-021,2025-11-14T23:07:20.565Z,2025-11-14T23:07:38.574Z
race-hist-42001-390,finished,"[""drv-syn-026"",""drv-syn-003""]","{""latitude"":34.03281460777391,""longitude"":-118.4216536233318}","{""latitude"":34.02195024256545,""longitude"":-118.42074317036105}",drv-syn-026,2026-01-24T07:13:05.779Z,2026-01-24T07:13:34.808Z
race-hist-42001-391,finished,"[""drv-syn-029"",""drv-syn-034""]","{""latitude"":34.064751425404104,""longitude"":-118.34056605532533}","{""latitude"":34.059578958816104,""longitude"":-118.34997884574548}",drv-syn-034,2025-10-31T02:45:25.137Z,2025-10-31T02:46:31.163Z
race-hist-42001-392,finished,"[""drv-syn-041"",""drv-syn-043""]","{""latitude"":34.06609807947651,""longitude"":-118.2315483022714}","{""latitude"":34.07375888212276,""longitude"":-118.23287543593206}",drv-syn-041,2026-02-07T15:12:58.164Z,2026-02-07T15:14:10.606Z
race-hist-42001-393,finished,"[""drv-syn-033"",""drv-syn-030""]","{""latitude"":34.10121398708318,""longitude"":-118.53989146782551}","{""latitude"":34.092276334254684,""longitude"":-118.52865406048127}",drv-syn-033,2026-02-06T13:26:38.958Z,2026-02-06T13:28:02.947Z
race-hist-42001-394,finished,"[""drv-syn-020"",""drv-syn-039""]","{""latitude"":33.99459103328642,""longitude"":-118.41087421908742}","{""latitude"":33.982513499728746,""longitude"":-118.41598598132704}",drv-syn-039,2025-10-24T15:05:12.353Z,2025-10-24T15:05:52.048Z
race-hist-42001-395,finished,"[""drv-syn-013"",""drv-syn-037""]","{""latitude"":33.9918401932437,""longitude"":-118.5127101270482}","{""latitude"":33.996709216182374,""longitude"":-118.49778505030652}",drv-syn-037,2025-11-20T08:53:33.297Z,2025-11-20T08:53:53.961Z
